,number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_updated_by,sys_updated_at,contact_type,location,category,subcategory,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,closed_code,resolved_by,resolved_at,closed_at,resolution_time,categoria_num
74780,INC0017712,Closed,False,2,0,37,False,Caller 3527,Opened by  109,11/4/2016 14:25,908,5/7/2016 13:00,Phone,Location 204,Category 37,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Group 50,Resolver 82,False,True,Do Not Notify,code 6,Resolved by 75,30/6/2016 12:30,5/7/2016 13:00,1918.0833333333333,37.0
74785,INC0017714,Closed,False,1,0,7,False,Caller 78,Opened by  108,11/4/2016 14:26,908,30/4/2016 15:07,Phone,Location 51,Category 53,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Group 72,Resolver 109,False,True,Do Not Notify,code 6,Resolved by 98,25/4/2016 14:13,30/4/2016 15:07,335.78333333333336,53.0
74788,INC0017715,Closed,False,0,0,2,True,Caller 3440,Opened by  325,11/4/2016 14:26,908,16/4/2016 15:07,Phone,Location 231,Category 8,Subcategory 281,2 - Medium,2 - Medium,3 - Moderate,Group 53,Resolver 121,False,True,Do Not Notify,code 6,Resolved by 109,11/4/2016 14:45,16/4/2016 15:07,0.31666666666666665,8.0
74795,INC0017716,Closed,False,0,0,8,False,Caller 2618,Opened by  17,11/4/2016 14:26,908,25/4/2016 14:07,Phone,Location 204,Category 61,Subcategory 164,2 - Medium,2 - Medium,3 - Moderate,Group 73,Resolver 198,False,True,Do Not Notify,code 6,Resolved by 180,20/4/2016 13:27,25/4/2016 14:07,215.01666666666668,61.0
74798,INC0017717,Closed,False,0,0,2,True,Caller 4274,Opened by  17,11/4/2016 14:29,908,16/4/2016 15:07,Phone,Location 248,Category 32,Subcategory 9,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 7,Resolved by 11,11/4/2016 14:37,16/4/2016 15:07,0.13333333333333333,32.0
74802,INC0017719,Closed,False,1,0,3,True,Caller 5186,Opened by  17,11/4/2016 14:32,908,16/4/2016 15:07,Phone,Location 161,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 194,False,True,Do Not Notify,code 6,Resolved by 177,11/4/2016 14:50,16/4/2016 15:07,0.3,42.0
74808,INC0017722,Closed,False,0,0,5,True,Caller 2539,Opened by  17,11/4/2016 14:34,908,17/4/2016 17:07,Phone,Location 35,Category 37,Subcategory 123,2 - Medium,2 - Medium,3 - Moderate,Group 50,Resolver 82,False,True,Do Not Notify,code 10,Resolved by 75,12/4/2016 16:31,17/4/2016 17:07,25.95,37.0
74814,INC0017723,Closed,False,2,0,7,True,Caller 1197,Opened by  500,11/4/2016 14:35,908,17/4/2016 17:07,Phone,Location 143,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 194,False,True,Do Not Notify,code 6,Resolved by 177,12/4/2016 16:24,17/4/2016 17:07,25.816666666666666,42.0
74820,INC0017724,Closed,False,1,0,6,True,Caller 1824,Opened by  221,11/4/2016 14:36,908,16/4/2016 17:07,Phone,Location 51,Category 44,Subcategory 66,2 - Medium,2 - Medium,3 - Moderate,Group 5,Resolver 237,False,True,Do Not Notify,code 6,Resolved by 216,11/4/2016 16:54,16/4/2016 17:07,2.3,44.0
74825,INC0017725,Closed,False,1,0,4,True,Caller 4990,Opened by  17,11/4/2016 14:38,908,17/4/2016 06:07,Phone,Location 161,Category 46,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,,Resolver 47,False,True,Do Not Notify,code 8,Resolved by 44,12/4/2016 05:16,17/4/2016 06:07,14.633333333333333,46.0
74833,INC0017726,Closed,False,2,0,8,True,Caller 5181,Opened by  17,11/4/2016 14:40,908,19/4/2016 09:07,Phone,Location 161,Category 26,Subcategory 175,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 229,False,True,Do Not Notify,code 6,Resolved by 208,14/4/2016 08:58,19/4/2016 09:07,66.3,26.0
74848,INC0017727,Closed,False,1,0,15,False,Caller 4782,Opened by  17,11/4/2016 14:40,908,17/4/2016 17:07,Phone,Location 108,Category 46,Subcategory 251,1 - High,1 - High,1 - Critical,Group 70,Resolver 28,False,True,Do Not Notify,code 6,Resolved by 27,12/4/2016 16:54,17/4/2016 17:07,26.233333333333334,46.0
74854,INC0017728,Closed,False,0,0,5,True,Caller 5545,Opened by  301,11/4/2016 14:46,908,17/4/2016 17:07,Phone,Location 204,Category 9,Subcategory 198,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,False,True,Do Not Notify,code 6,Resolved by 53,12/4/2016 16:24,17/4/2016 17:07,25.633333333333333,9.0
74857,INC0017729,Closed,False,1,0,2,True,Caller 2116,Opened by  386,11/4/2016 14:49,908,16/4/2016 15:07,Phone,Location 108,Category 53,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 186,False,True,Do Not Notify,code 7,Resolved by 169,11/4/2016 14:57,16/4/2016 15:07,0.13333333333333333,53.0
74863,INC0017731,Closed,False,1,0,5,True,Caller 298,Opened by  108,11/4/2016 14:56,908,17/4/2016 18:07,Phone,Location 143,Category 61,Subcategory 36,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 229,False,True,Do Not Notify,code 6,Resolved by 208,12/4/2016 17:19,17/4/2016 18:07,26.383333333333333,61.0
74870,INC0017732,Closed,False,0,0,6,False,Caller 3502,Opened by  386,11/4/2016 14:57,16,18/4/2016 16:12,Phone,Location 204,Category 9,Subcategory 174,2 - Medium,1 - High,2 - High,Group 25,Resolver 227,False,True,Do Not Notify,code 6,Resolved by 206,13/4/2016 17:02,18/4/2016 16:12,50.083333333333336,9.0
74873,INC0017733,Closed,False,0,0,2,True,Caller 2211,Opened by  17,11/4/2016 15:00,908,16/4/2016 15:10,Phone,Location 204,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 6,Resolved by 11,11/4/2016 15:07,16/4/2016 15:10,0.11666666666666667,42.0
74878,INC0017734,Closed,False,0,0,7,False,Caller 2630,Opened by  17,11/4/2016 15:04,908,23/4/2016 18:07,Phone,Location 204,Category 46,Subcategory 220,2 - Medium,2 - Medium,3 - Moderate,Group 66,Resolver 175,False,True,Do Not Notify,code 6,Resolved by 158,18/4/2016 17:45,23/4/2016 18:07,170.68333333333334,46.0
74886,INC0017735,Closed,False,4,0,7,True,Caller 298,Opened by  108,11/4/2016 15:05,908,18/4/2016 12:07,Phone,Location 143,Category 57,Subcategory 185,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 15,13/4/2016 11:19,18/4/2016 12:07,44.233333333333334,57.0
74891,INC0017736,Closed,False,0,0,6,False,Caller 2211,Opened by  17,11/4/2016 15:06,908,23/4/2016 13:07,Phone,Location 204,Category 61,Subcategory 36,2 - Medium,2 - Medium,3 - Moderate,Group 73,Resolver 198,False,True,Do Not Notify,code 6,Resolved by 180,18/4/2016 12:31,23/4/2016 13:07,165.41666666666666,61.0
74894,INC0017738,Closed,False,0,0,2,True,Caller 2009,Opened by  17,11/4/2016 15:09,908,16/4/2016 17:07,Phone,Location 204,Category 53,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 6,Resolved by 11,11/4/2016 16:50,16/4/2016 17:07,1.6833333333333333,53.0
74899,INC0017740,Closed,False,1,0,4,True,Caller 708,Opened by  17,11/4/2016 15:12,908,17/4/2016 13:07,Phone,Location 108,Category 57,Subcategory 120,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 23,False,True,Do Not Notify,code 6,Resolved by 21,12/4/2016 12:44,17/4/2016 13:07,21.533333333333335,57.0
74904,INC0017744,Closed,False,0,0,2,True,Caller 790,Opened by  500,11/4/2016 15:15,908,16/4/2016 17:07,Phone,Location 143,Category 32,Subcategory 9,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 232,False,True,Do Not Notify,code 6,Resolved by 211,11/4/2016 16:59,16/4/2016 17:07,1.7333333333333334,32.0
74910,INC0017745,Closed,False,1,0,5,True,Caller 3869,Opened by  239,11/4/2016 15:16,908,16/4/2016 17:07,Phone,Location 45,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Group 55,Resolver 214,False,True,Do Not Notify,code 9,Resolved by 195,11/4/2016 16:53,16/4/2016 17:07,1.6166666666666667,42.0
74917,INC0017746,Closed,False,2,0,15,False,Caller 3854,Opened by  354,11/4/2016 15:16,908,17/5/2016 18:07,Phone,Location 161,Category 28,Subcategory 174,3 - Low,2 - Medium,4 - Low,Group 14,Resolver 171,False,True,Do Not Notify,code 2,Resolved by 154,12/5/2016 17:36,17/5/2016 18:07,746.3333333333334,28.0
74920,INC0017748,Closed,False,0,0,2,True,Caller 274,Opened by  55,11/4/2016 15:17,908,16/4/2016 16:07,Phone,Location 204,Category 32,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 28,False,True,Do Not Notify,code 6,Resolved by 27,11/4/2016 15:21,16/4/2016 16:07,0.06666666666666667,32.0
74928,INC0017749,Closed,False,1,0,7,True,Caller 298,Opened by  108,11/4/2016 15:19,908,17/4/2016 11:07,Phone,Location 143,Category 26,Subcategory 275,2 - Medium,2 - Medium,3 - Moderate,,Resolver 126,False,True,Do Not Notify,code 9,Resolved by 114,12/4/2016 10:13,17/4/2016 11:07,18.9,26.0
74936,INC0017750,Closed,False,2,0,7,True,Caller 3685,Opened by  354,11/4/2016 15:19,908,17/4/2016 18:07,Phone,Location 143,Category 53,Subcategory 174,3 - Low,2 - Medium,4 - Low,Group 20,Resolver 229,False,True,Do Not Notify,code 6,Resolved by 208,12/4/2016 17:22,17/4/2016 18:07,26.05,53.0
74940,INC0017751,Closed,False,1,0,3,True,Caller 3685,Opened by  354,11/4/2016 15:21,908,17/4/2016 10:07,Phone,Location 143,Category 28,Subcategory 174,3 - Low,2 - Medium,4 - Low,Group 39,Resolver 194,False,True,Do Not Notify,code 6,Resolved by 177,12/4/2016 10:05,17/4/2016 10:07,18.733333333333334,28.0
74948,INC0017756,Closed,False,0,0,10,False,Caller 4288,Opened by  55,11/4/2016 15:22,908,30/4/2016 12:07,Phone,Location 51,Category 46,Subcategory 242,2 - Medium,2 - Medium,3 - Moderate,Group 57,Resolver 155,False,True,Do Not Notify,code 6,Resolved by 139,25/4/2016 11:10,30/4/2016 12:07,331.8,46.0
74951,INC0017757,Closed,False,0,0,2,True,Caller 3394,Opened by  108,11/4/2016 15:23,908,16/4/2016 16:07,Phone,Location 51,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 56,False,True,Do Not Notify,code 6,Resolved by 52,11/4/2016 15:34,16/4/2016 16:07,0.18333333333333332,42.0
74959,INC0017758,Closed,False,3,0,7,True,Caller 742,Opened by  24,11/4/2016 15:24,908,19/4/2016 15:07,Phone,Location 51,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 39,False,True,Do Not Notify,code 6,Resolved by 177,14/4/2016 14:55,19/4/2016 15:07,71.51666666666667,42.0
74962,INC0017759,Closed,False,0,0,2,True,Caller 494,Opened by  17,11/4/2016 15:24,908,16/4/2016 18:07,Phone,Location 51,Category 46,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 6,Resolved by 11,11/4/2016 17:17,16/4/2016 18:07,1.8833333333333333,46.0
74971,INC0017760,Closed,False,2,0,9,True,Caller 3685,Opened by  354,11/4/2016 15:24,908,23/4/2016 12:07,Phone,Location 143,Category 40,Subcategory 44,3 - Low,2 - Medium,4 - Low,Group 54,Resolver 49,False,True,Do Not Notify,code 6,Resolved by 46,18/4/2016 11:35,23/4/2016 12:07,164.18333333333334,40.0
74974,INC0017761,Closed,False,0,0,2,True,Caller 3029,Opened by  301,11/4/2016 15:26,908,16/4/2016 16:07,Phone,Location 204,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 149,False,True,Do Not Notify,code 9,Resolved by 133,11/4/2016 15:33,16/4/2016 16:07,0.11666666666666667,42.0
74980,INC0017762,Closed,False,1,0,5,True,Caller 298,Opened by  108,11/4/2016 15:26,908,17/4/2016 18:07,Phone,Location 143,Category 61,Subcategory 36,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 229,False,True,Do Not Notify,code 6,Resolved by 208,12/4/2016 17:17,17/4/2016 18:07,25.85,61.0
74988,INC0017764,Closed,False,1,0,9,True,Caller 1215,Opened by  386,11/4/2016 15:28,908,19/4/2016 15:07,Phone,Location 143,Category 46,Subcategory 88,2 - Medium,2 - Medium,3 - Moderate,Group 31,Resolver 182,False,True,Do Not Notify,code 6,Resolved by 165,14/4/2016 14:16,19/4/2016 15:07,70.8,46.0
75001,INC0017765,Closed,False,2,0,12,True,Caller 19,Opened by  500,11/4/2016 15:31,908,19/4/2016 14:07,Phone,Location 161,Category 9,Subcategory 164,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 249,False,True,Do Not Notify,code 6,Resolved by 227,14/4/2016 13:28,19/4/2016 14:07,69.95,9.0
75004,INC0017768,Closed,False,0,0,2,True,Caller 298,Opened by  108,11/4/2016 15:35,908,17/4/2016 09:07,Phone,Location 143,Category 37,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Group 48,Resolver 74,False,True,Do Not Notify,code 6,Resolved by 67,12/4/2016 09:05,17/4/2016 09:07,17.5,37.0
75008,INC0017770,Closed,False,0,0,3,True,Caller 3244,Opened by  17,11/4/2016 15:35,908,17/4/2016 11:07,Phone,Location 161,Category 46,Subcategory 247,2 - Medium,2 - Medium,3 - Moderate,Group 57,Resolver 234,False,True,Do Not Notify,code 6,Resolved by 213,12/4/2016 10:23,17/4/2016 11:07,18.8,46.0
75013,INC0017771,Closed,False,0,0,4,True,Caller 4642,Opened by  55,11/4/2016 15:35,908,17/4/2016 09:07,Phone,Location 161,Category 24,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 249,False,True,Do Not Notify,code 8,Resolved by 227,12/4/2016 08:37,17/4/2016 09:07,17.033333333333335,24.0
75016,INC0017772,Closed,False,0,0,2,True,Caller 298,Opened by  108,11/4/2016 15:37,908,17/4/2016 09:07,Phone,Location 143,Category 37,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Group 48,Resolver 74,False,True,Do Not Notify,code 6,Resolved by 67,12/4/2016 09:06,17/4/2016 09:07,17.483333333333334,37.0
75020,INC0017773,Closed,False,0,0,3,True,Caller 5071,Opened by  108,11/4/2016 15:38,908,17/4/2016 14:07,Phone,Location 204,Category 53,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 125,False,True,Do Not Notify,code 5,Resolved by 113,12/4/2016 13:49,17/4/2016 14:07,22.183333333333334,53.0
75024,INC0017774,Closed,False,0,0,6,False,Caller 5071,Opened by  108,11/4/2016 15:38,908,25/4/2016 17:07,Phone,Location 204,Category 53,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 125,False,True,Do Not Notify,code 5,Resolved by 113,20/4/2016 16:17,25/4/2016 17:07,216.65,53.0
75028,INC0017775,Closed,False,1,0,4,True,Caller 1441,Opened by  17,11/4/2016 15:44,908,17/4/2016 11:07,Phone,Location 179,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 194,False,True,Do Not Notify,code 6,Resolved by 177,12/4/2016 10:23,17/4/2016 11:07,18.65,42.0
75036,INC0017777,Closed,False,1,0,5,True,Caller 5071,Opened by  108,11/4/2016 15:45,908,17/4/2016 14:07,Phone,Location 204,Category 35,Subcategory 132,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 125,False,True,Do Not Notify,code 5,Resolved by 113,12/4/2016 13:41,17/4/2016 14:07,21.933333333333334,35.0
75040,INC0017778,Closed,False,0,0,3,False,Caller 5071,Opened by  108,11/4/2016 15:47,908,17/4/2016 14:07,Phone,Location 204,Category 53,Subcategory 174,2 - Medium,1 - High,2 - High,Group 25,Resolver 125,False,True,Do Not Notify,code 5,Resolved by 113,12/4/2016 13:44,17/4/2016 14:07,21.95,53.0
75046,INC0017779,Closed,False,1,0,6,True,Caller 1824,Opened by  221,11/4/2016 15:47,908,16/4/2016 17:07,Phone,Location 51,Category 46,Subcategory 257,2 - Medium,2 - Medium,3 - Moderate,Group 6,Resolver 176,False,True,Do Not Notify,code 6,Resolved by 159,11/4/2016 16:43,16/4/2016 17:07,0.9333333333333333,46.0
75049,INC0017780,Closed,False,0,0,2,True,Caller 4737,Opened by  17,11/4/2016 15:48,908,16/4/2016 16:10,Phone,Location 143,Category 32,Subcategory 9,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 6,Resolved by 11,11/4/2016 16:08,16/4/2016 16:10,0.3333333333333333,32.0
75054,INC0017781,Closed,False,1,0,4,True,Caller 3986,Opened by  108,11/4/2016 15:49,908,17/4/2016 09:07,Phone,Location 179,Category 9,Subcategory 164,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 227,False,True,Do Not Notify,code 6,Resolved by 206,12/4/2016 08:34,17/4/2016 09:07,16.75,9.0
75063,INC0017782,Closed,False,2,0,10,True,Caller 4953,Opened by  108,11/4/2016 15:49,908,19/4/2016 14:07,Phone,Location 143,Category 26,Subcategory 175,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,True,Do Not Notify,code 7,Resolved by 15,14/4/2016 13:41,19/4/2016 14:07,69.86666666666666,26.0
75066,INC0017783,Closed,False,0,0,2,True,Caller 183,Opened by  24,11/4/2016 15:49,908,16/4/2016 16:07,Phone,Location 204,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 15,11/4/2016 15:58,16/4/2016 16:07,0.15,42.0
75069,INC0017784,Closed,False,1,0,2,True,Caller 3655,Opened by  240,11/4/2016 15:50,908,16/4/2016 16:07,Phone,Location 92,Category 26,Subcategory 275,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 127,False,True,Do Not Notify,code 7,Resolved by 115,11/4/2016 16:04,16/4/2016 16:07,0.23333333333333334,26.0
75073,INC0017785,Closed,False,0,0,3,True,Caller 882,Opened by  17,11/4/2016 15:51,908,17/4/2016 10:07,Phone,Location 161,Category 61,Subcategory 36,2 - Medium,2 - Medium,3 - Moderate,Group 73,Resolver 168,False,True,Do Not Notify,code 6,Resolved by 151,12/4/2016 09:52,17/4/2016 10:07,18.016666666666666,61.0
75082,INC0017787,Closed,False,3,0,7,True,Caller 156,Opened by  62,11/4/2016 15:56,908,17/4/2016 11:07,Phone,Location 161,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 194,False,True,Do Not Notify,code 6,Resolved by 177,12/4/2016 10:36,17/4/2016 11:07,18.666666666666668,42.0
75085,INC0017789,Closed,False,0,0,2,True,Caller 1374,Opened by  17,11/4/2016 15:57,908,16/4/2016 16:07,Phone,Location 143,Category 26,Subcategory 175,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 6,Resolved by 11,11/4/2016 16:03,16/4/2016 16:07,0.1,26.0
75088,INC0017790,Closed,False,0,0,2,True,Caller 5588,Opened by  55,11/4/2016 15:59,908,16/4/2016 16:07,Phone,Location 204,Category 32,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 28,False,True,Do Not Notify,code 6,Resolved by 27,11/4/2016 16:03,16/4/2016 16:07,0.06666666666666667,32.0
75096,INC0017791,Closed,False,2,0,7,True,Caller 3053,Opened by  500,11/4/2016 16:01,908,17/4/2016 12:07,Phone,Location 143,Category 53,Subcategory 80,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 78,False,True,Do Not Notify,code 6,Resolved by 71,12/4/2016 11:23,17/4/2016 12:07,19.366666666666667,53.0
75100,INC0017792,Closed,False,1,0,3,True,Caller 4020,Opened by  24,11/4/2016 16:02,908,16/4/2016 17:07,Phone,Location 93,Category 42,Subcategory 31,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,True,Do Not Notify,code 7,Resolved by 15,11/4/2016 16:44,16/4/2016 17:07,0.7,42.0
75105,INC0017794,Closed,False,2,0,4,True,Caller 3655,Opened by  240,11/4/2016 16:04,908,16/4/2016 17:07,Phone,Location 92,Category 20,Subcategory 125,2 - Medium,2 - Medium,3 - Moderate,Group 31,Resolver 182,False,True,Do Not Notify,code 8,Resolved by 165,11/4/2016 16:47,16/4/2016 17:07,0.7166666666666667,20.0
75108,INC0017795,Closed,False,0,0,2,True,Caller 887,Opened by  17,11/4/2016 16:04,908,16/4/2016 17:07,Phone,Location 161,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 6,Resolved by 11,11/4/2016 16:11,16/4/2016 17:07,0.11666666666666667,42.0
75114,INC0017796,Closed,False,1,0,5,True,Caller 3670,Opened by  386,11/4/2016 16:09,908,17/4/2016 16:07,Phone,Location 143,Category 57,Subcategory 184,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 78,False,True,Do Not Notify,code 6,Resolved by 71,12/4/2016 15:42,17/4/2016 16:07,23.55,57.0
75127,INC0017798,Closed,False,5,0,14,False,Caller 4514,Opened by  444,11/4/2016 16:14,811,18/4/2016 15:55,Phone,Location 143,Category 42,Subcategory 174,2 - Medium,1 - High,2 - High,Group 39,Resolver 194,False,True,Do Not Notify,code 6,Resolved by 177,13/4/2016 17:28,18/4/2016 15:55,49.233333333333334,42.0
75132,INC0017800,Closed,False,1,0,29,False,Caller 353,Opened by  17,11/4/2016 16:14,908,2/7/2016 15:00,Phone,Location 161,Category 34,Subcategory 134,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 24,False,True,Do Not Notify,code 1,Resolved by 22,27/6/2016 14:28,2/7/2016 15:00,1846.2333333333333,34.0
75145,INC0017801,Closed,False,6,0,16,True,Caller 742,Opened by  108,11/4/2016 16:17,908,19/4/2016 12:07,Phone,Location 51,Category 23,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Group 72,Resolver 123,False,True,Do Not Notify,code 6,Resolved by 111,14/4/2016 11:12,19/4/2016 12:07,66.91666666666667,23.0
75152,INC0017802,Closed,False,1,0,6,True,Caller 3768,Opened by  386,11/4/2016 16:18,908,18/4/2016 13:07,Phone,Location 51,Category 26,Subcategory 275,2 - Medium,2 - Medium,3 - Moderate,,Resolver 17,False,True,Do Not Notify,code 7,Resolved by 15,13/4/2016 12:16,18/4/2016 13:07,43.96666666666667,26.0
75165,INC0017803,Closed,False,4,0,12,False,Caller 4514,Opened by  444,11/4/2016 16:19,908,19/4/2016 15:07,Phone,Location 143,Category 42,Subcategory 174,2 - Medium,1 - High,2 - High,Group 39,Resolver 194,False,True,Do Not Notify,code 6,Resolved by 177,14/4/2016 15:00,19/4/2016 15:07,70.68333333333334,42.0
75171,INC0017804,Closed,False,0,0,5,True,Caller 4166,Opened by  403,11/4/2016 16:20,908,16/4/2016 17:07,Phone,Location 51,Category 42,Subcategory 29,3 - Low,2 - Medium,4 - Low,Group 55,Resolver 84,False,True,Do Not Notify,code 8,Resolved by 77,11/4/2016 16:29,16/4/2016 17:07,0.15,42.0
75183,INC0017805,Closed,False,1,0,12,False,Caller 323,Opened by  55,11/4/2016 16:20,908,23/4/2016 13:07,Phone,Location 135,Category 24,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 253,False,True,Do Not Notify,code 6,Resolved by 231,18/4/2016 12:13,23/4/2016 13:07,163.88333333333333,24.0
75187,INC0017806,Closed,False,1,0,3,True,Caller 5041,Opened by  17,11/4/2016 16:20,908,17/4/2016 09:10,Phone,Location 143,Category 37,Subcategory 135,2 - Medium,2 - Medium,3 - Moderate,Group 48,Resolver 74,False,True,Do Not Notify,code 6,Resolved by 67,12/4/2016 09:08,17/4/2016 09:10,16.8,37.0
75197,INC0017808,Closed,False,2,0,12,False,Caller 5237,Opened by  221,11/4/2016 16:23,908,26/4/2016 16:07,Phone,Location 204,Category 53,Subcategory 168,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,True,Do Not Notify,code 7,Resolved by 15,21/4/2016 16:06,26/4/2016 16:07,239.71666666666667,53.0
75206,INC0017810,Closed,False,1,0,15,False,Caller 5029,Opened by  108,11/4/2016 16:23,908,10/5/2016 12:07,Phone,Location 161,Category 46,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 139,False,True,Do Not Notify,code 6,Resolved by 125,5/5/2016 11:13,10/5/2016 12:07,570.8333333333334,46.0
75210,INC0017811,Closed,False,1,0,4,True,Caller 3717,Opened by  386,11/4/2016 16:23,908,17/4/2016 10:07,Phone,Location 108,Category 46,Subcategory 231,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 73,False,True,Do Not Notify,code 7,Resolved by 66,12/4/2016 09:15,17/4/2016 10:07,16.866666666666667,46.0
75214,INC0017812,Closed,False,0,0,6,False,Caller 1936,Opened by  55,11/4/2016 16:30,908,27/4/2016 17:07,Phone,Location 43,Category 53,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Group 12,Resolver 136,False,True,Do Not Notify,code 9,Resolved by 122,22/4/2016 16:49,27/4/2016 17:07,264.31666666666666,53.0
75219,INC0017814,Closed,False,2,0,51,False,Caller 512,Opened by  386,11/4/2016 16:37,908,3/9/2016 15:00,Phone,Location 93,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Group 3,Resolver 71,False,True,Do Not Notify,code 6,Resolved by 64,29/8/2016 14:53,3/9/2016 15:00,3358.266666666667,42.0
75225,INC0017815,Closed,False,2,0,5,True,Caller 4179,Opened by  62,11/4/2016 16:39,908,18/4/2016 14:07,Phone,Location 76,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 15,13/4/2016 14:00,18/4/2016 14:07,45.35,42.0
75232,INC0017816,Closed,False,2,0,6,True,Caller 4293,Opened by  108,11/4/2016 16:42,908,17/4/2016 09:07,Phone,Location 204,Category 46,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 23,False,True,Do Not Notify,code 6,Resolved by 21,12/4/2016 08:59,17/4/2016 09:07,16.283333333333335,46.0
75243,INC0017817,Closed,False,4,0,10,True,Caller 4179,Opened by  62,11/4/2016 16:42,908,18/4/2016 14:07,Phone,Location 76,Category 42,Subcategory 31,2 - Medium,2 - Medium,3 - Moderate,,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 15,13/4/2016 14:02,18/4/2016 14:07,45.333333333333336,42.0
75248,INC0017818,Closed,False,2,0,4,True,Caller 3936,Opened by  17,11/4/2016 16:45,908,16/4/2016 18:07,Phone,Location 51,Category 53,Subcategory 68,2 - Medium,2 - Medium,3 - Moderate,Group 68,Resolver 97,False,True,Do Not Notify,code 6,Resolved by 87,11/4/2016 17:31,16/4/2016 18:07,0.7666666666666667,53.0
